,DestRaw,Dest,geocoder_results,bbox,latlong
577,MOUNT MORRIS NY,"MOUNT MORRIS, NY","<[OK] Google - Geocode [Mt Morris, NY 14510, USA]>","{'northeast': [42.742191, -77.8584431], 'southwest': [42.707735, -77.89249]}","[42.72561839999999, -77.8741694]"
578,SPRINGFIELD,SPRINGFIELD,<[OK] Google - Geocode #3 results>,"{'northeast': [37.2708071, -93.1786431], 'southwest': [37.0874019, -93.414006]}","[37.2089572, -93.29229889999999]"
579,BATTENEY-PA,"BATTENEY, PA","<[OK] Google - Geocode [Pennsylvania, USA]>","{'northeast': [42.5141658, -74.6895018], 'southwest': [39.7197989, -80.51989499999999]}","[41.2033216, -77.1945247]"
580,AVON NJ,"AVON, NJ","<[OK] Google - Geocode [Avon-By-The-Sea, NJ, USA]>","{'northeast': [40.197406, -74.0049811], 'southwest': [40.18461689999999, -74.02590889999999]}","[40.1923357, -74.01597029999999]"
581,SARACUSE,SARACUSE,"<[OK] Google - Geocode [Syracuse, NY, USA]>","{'northeast': [43.0861018, -76.0740841], 'southwest': [42.984366, -76.20447600000001]}","[43.0481221, -76.14742439999999]"
582,UTTICA NY,"UTTICA, NY","<[OK] Google - Geocode [Utica, NY, USA]>","{'northeast': [43.132269, -75.1609059], 'southwest': [43.0644689, -75.295296]}","[43.100903, -75.232664]"
583,S SAGINARO MISH,"S SAGINARO, MI","<[OK] Google - Geocode [Michigan, USA]>","{'northeast': [48.3060628, -82.1229709], 'southwest': [41.696118, -90.4181358]}","[44.3148443, -85.60236429999999]"
584,WESTERLY-R I,"WESTERLY, RI","<[OK] Google - Geocode [Westerly, RI, USA]>","{'northeast': [41.4198498, -71.72922779999999], 'southwest': [41.1841011, -71.90725809999999]}","[41.3775987, -71.82728709999999]"
585,WESTERLY-R.I.,"WESTERLY, RI","<[OK] Google - Geocode [Westerly, RI, USA]>","{'northeast': [41.4198498, -71.72922779999999], 'southwest': [41.1841011, -71.90725809999999]}","[41.3775987, -71.82728709999999]"
586,PERTAGA PA,"PERTAGA, PA","<[OK] Google - Geocode [35010 Peraga PD, Italy]>","{'northeast': [45.4476859, 11.9744156], 'southwest': [45.4397025, 11.9631972]}","[45.44476119999999, 11.9698355]"
587,BUFFALO TN,"BUFFALO, TN","<[OK] Google - Geocode [Buffalo, TN 37078, USA]>","{'northeast': [35.894659, -87.79068459999999], 'southwest': [35.8765788, -87.82269939999999]}","[35.8856194, -87.806692]"
588,MOUNTE--,MOUNTE--,<[ZERO_RESULTS] Google - Geocode [empty]>,,
589,JOHUSTON-PA,"JOHUSTON, PA","<[OK] Google - Geocode [Johnstown, PA, USA]>","{'northeast': [40.36421199999999, -78.8820461], 'southwest': [40.2896741, -78.955348]}","[40.32674069999999, -78.9219698]"
590,MOUNT--,MOUNT--,"<[OK] Google - Geocode [Mount Rainier National Park, Washington, USA]>","{'northeast': [46.8813152802915, -121.7255604197085], 'southwest': [46.8786173197085, -121.7282583802915]}","[46.8799663, -121.7269094]"
591,BATAVIA NY,"BATAVIA, NY","<[OK] Google - Geocode [Batavia, NY 14020, USA]>","{'northeast': [43.017361, -78.149896], 'southwest': [42.980779, -78.212848]}","[42.9981156, -78.1875167]"
592,WILLIAMS OH,"WILLIAMS, OH","<[OK] Google - Geocode [Williams County, OH, USA]>","{'northeast': [41.7058159, -84.3416641], 'southwest': [41.426021, -84.8062089]}","[41.55076020000001, -84.5222189]"
593,S.LUCIA,S.LUCIA,<[OK] Google - Geocode [St Lucia]>,"{'northeast': [14.1209277, -60.85979460000001], 'southwest': [13.7047779, -61.0812378]}","[13.909444, -60.978893]"
594,ALTOMONTE,ALTOMONTE,"<[OK] Google - Geocode [856 N Easton Rd, Doylestown, PA 18902, USA]>","{'northeast': [40.33839088029149, -75.1303189197085], 'southwest': [40.3356929197085, -75.1330168802915]}","[40.3370419, -75.1316679]"
595,RELA---,RELA---,<[ZERO_RESULTS] Google - Geocode [empty]>,,
596,ROMA,ROMA,"<[OK] Google - Geocode [Roma, 06760 Mexico City, CDMX, Mexico]>","{'northeast': [19.4119235, -99.1548299], 'southwest': [19.4071879, -99.16010949999999]}","[19.4095846, -99.1575732]"
597,MAIFIT PA,"MAIFIT, PA","<[OK] Google - Geocode [Pennsylvania, USA]>","{'northeast': [42.5141658, -74.6895018], 'southwest': [39.7197989, -80.51989499999999]}","[41.2033216, -77.1945247]"
598,MEEKFORT,MEEKFORT,<[ZERO_RESULTS] Google - Geocode [empty]>,,
599,ELENOR-PA,"ELENOR, PA","<[OK] Google - Geocode [647 Locust St, Collegeville, PA 19426, USA]>","{'northeast': [40.1878041802915, -75.46219471970849], 'southwest': [40.1851062197085, -75.46489268029151]}","[40.1864552, -75.4635437]"
600,JERSEY-CITY,JERSEY CITY,"<[OK] Google - Geocode [Jersey City, NJ, USA]>","{'northeast': [40.768867, -74.020405], 'southwest': [40.661622, -74.1170569]}","[40.7177545, -74.0431435]"
601,MILIWAKEE WI,"MILIWAKEE, WI","<[OK] Google - Geocode [Milwaukee, WI, USA]>","{'northeast': [43.1949671, -87.8639841], 'southwest': [42.9208158, -88.070876]}","[43.0389025, -87.9064736]"
602,NIAGRA FALLS,NIAGRA FALLS,"<[OK] Google - Geocode [Niagara Falls, NY, USA]>","{'northeast': [43.132055, -78.9421621], 'southwest': [43.066956, -79.075321]}","[43.0962143, -79.0377388]"
603,NEWARK-NJ,"NEWARK, NJ","<[OK] Google - Geocode [Newark, NJ, USA]>","{'northeast': [40.788664, -74.1127869], 'southwest': [40.6739029, -74.2513239]}","[40.735657, -74.1723667]"
604,S.JOSE-CA,"SAN JOSE, CA","<[OK] Google - Geocode [San Jose, CA, USA]>","{'northeast': [37.4692304, -121.589154], 'southwest': [37.124493, -122.0456719]}","[37.3382082, -121.8863286]"
605,IRVINGTON,IRVINGTON,"<[OK] Google - Geocode [Irvington, NJ 07111, USA]>","{'northeast': [40.7434, -74.2094889], 'southwest': [40.7082901, -74.2562899]}","[40.7263249, -74.22864349999999]"
606,NORD-STO,NORD-STO,<[ZERO_RESULTS] Google - Geocode [empty]>,,
607,WALLSTON,WALLSTON,"<[OK] Google - Geocode [Wallston, Warner Robins, GA 31088, USA]>","{'northeast': [32.6289861, -83.5838974], 'southwest': [32.6101901, -83.6159122]}","[32.6195886, -83.59990479999999]"
608,CARBONDALE-PA,"CARBONDALE, PA","<[OK] Google - Geocode [Carbondale, PA 18407, USA]>","{'northeast': [41.586282, -75.48132679999999], 'southwest': [41.5574809, -75.5316291]}","[41.5736935, -75.5018508]"
609,GENESCO NY,"GENESCO, NY","<[OK] Google - Geocode [Geneseo, NY 14454, USA]>","{'northeast': [42.8146318, -77.78569], 'southwest': [42.787396, -77.831328]}","[42.795896, -77.816947]"
610,DELANEY-PA,"DELANEY, PA","<[OK] Google - Geocode [626 Water St, Indiana, PA 15701, USA]>","{'northeast': [40.62556358029149, -79.15042051970849], 'southwest': [40.6228656197085, -79.15311848029151]}","[40.62421459999999, -79.1517695]"
611,NWE YORK,NEW YORK,"<[OK] Google - Geocode [New York, NY, USA]>","{'northeast': [40.9175771, -73.70027209999999], 'southwest': [40.4773991, -74.25908989999999]}","[40.7127753, -74.0059728]"
612,FREDONIA NY,"FREDONIA, NY","<[OK] Google - Geocode [Fredonia, NY 14063, USA]>","{'northeast': [42.457303, -79.30790379999999], 'southwest': [42.4239919, -79.35526589999999]}","[42.4400576, -79.3317105]"
613,SANJOSE CA,"SAN JOSE, CA","<[OK] Google - Geocode [San Jose, CA, USA]>","{'northeast': [37.4692304, -121.589154], 'southwest': [37.124493, -122.0456719]}","[37.3382082, -121.8863286]"
614,MORRIS N,MORRIS N,"<[OK] Google - Geocode [Morris, MN 56267, USA]>","{'northeast': [45.607268, -95.877646], 'southwest': [45.564462, -95.933651]}","[45.5919444, -95.9188889]"
615,ROME NY,"ROME, NY","<[OK] Google - Geocode [Rome, NY, USA]>","{'northeast': [43.2815231, -75.34091409999999], 'southwest': [43.168892, -75.667017]}","[43.2128473, -75.4557303]"
616,MC KESPORT,MC KESPORT,"<[OK] Google - Geocode [McKeesport, PA, USA]>","{'northeast': [40.36418099999999, -79.81596809999999], 'southwest': [40.3179689, -79.885871]}","[40.3470671, -79.8641232]"
617,VILEGRES PA,"VILEGRES, PA","<[OK] Google - Geocode [Pennsylvania, USA]>","{'northeast': [42.5141658, -74.6895018], 'southwest': [39.7197989, -80.51989499999999]}","[41.2033216, -77.1945247]"
618,BANOS-CA,"BANOS, CA","<[OK] Google - Geocode [Los Banos, CA, USA]>","{'northeast': [37.0894879, -120.7869879], 'southwest': [37.041637, -120.893112]}","[37.0582786, -120.8499151]"
619,LOS ANGELES CA,"LOS ANGELES, CA","<[OK] Google - Geocode [Los Angeles, CA, USA]>","{'northeast': [34.3373061, -118.1552891], 'southwest': [33.7036519, -118.6681759]}","[34.0522342, -118.2436849]"
620,ELEONORA-PA,"ELEANORA, PA","<[OK] Google - Geocode [2 E Broad St #715, Hazleton, PA 18201, USA]>","{'northeast': [40.9550896802915, -75.9725967197085], 'southwest': [40.9523917197085, -75.97529468029151]}","[40.9537407, -75.9739457]"
621,SCRANTON-PA,"SCRANTON, PA","<[OK] Google - Geocode [Scranton, PA, USA]>","{'northeast': [41.469279, -75.604032], 'southwest': [41.33978, -75.719836]}","[41.408969, -75.66241219999999]"
622,ROME,ROME,"<[OK] Google - Geocode [Rome, Metropolitan City of Rome, Italy]>","{'northeast': [42.0505462, 12.7302888], 'southwest': [41.769596, 12.341707]}","[41.9027835, 12.4963655]"
623,JOHUNSTON-PA,"JOHUNSTON, PA","<[OK] Google - Geocode [Johnstown, PA, USA]>","{'northeast': [40.36421199999999, -78.8820461], 'southwest': [40.2896741, -78.955348]}","[40.32674069999999, -78.9219698]"
624,JOHUSTOWN-PA,"JOHUSTOWN, PA","<[OK] Google - Geocode [Johnstown, PA, USA]>","{'northeast': [40.36421199999999, -78.8820461], 'southwest': [40.2896741, -78.955348]}","[40.32674069999999, -78.9219698]"
625,PIZZE,PIZZE,"<[OK] Google - Geocode [2653 Connecticut Ave NW, Washington, DC 20008, USA]>","{'northeast': [38.9264275802915, -77.0507574197085], 'southwest': [38.9237296197085, -77.05345538029151]}","[38.9250786, -77.0521064]"
626,MONROE-PA,"MONROE, PA","<[OK] Google - Geocode [Monroe County, PA, USA]>","{'northeast': [41.2527649, -74.966759], 'southwest': [40.814746, -75.649202]}","[41.0458376, -75.2479061]"
627,MANROE,MANROE,<[OK] Google - Geocode #6 results>,"{'northeast': [41.9508681, -83.33351189999999], 'southwest': [41.886811, -83.442172]}","[41.9164343, -83.3977101]"
628,MONROE,MONROE,<[OK] Google - Geocode #6 results>,"{'northeast': [41.9508681, -83.33351189999999], 'southwest': [41.886811, -83.442172]}","[41.9164343, -83.3977101]"
629,NEWORLEANS,"NEW ORLEANS, LA","<[OK] Google - Geocode [New Orleans, LA, USA]>","{'northeast': [30.199332, -89.625053], 'southwest': [29.8666609, -90.14007389999999]}","[29.95106579999999, -90.0715323]"
630,S.F. MESSICO,S.F. MESSICO,<[OK] Google - Geocode [Mexico]>,"{'northeast': [32.7186534, -86.5887], 'southwest': [14.3895, -118.6523001]}","[23.634501, -102.552784]"
631,STANFORT-CT,"STANFORT, CT","<[OK] Google - Geocode [Stamford, CT, USA]>","{'northeast': [41.1796839, -73.495165], 'southwest': [40.96346, -73.633827]}","[41.0534302, -73.5387341]"
632,SANDUSCY OH,"SANDUSKY, OH","<[OK] Google - Geocode [Sandusky, OH 44870, USA]>","{'northeast': [41.493944, -82.617723], 'southwest': [41.4166429, -82.78653510000001]}","[41.4561754, -82.71168209999999]"
633,ERIE PA,"ERIE, PA","<[OK] Google - Geocode [Erie, PA, USA]>","{'northeast': [42.153531, -80.003376], 'southwest': [42.077238, -80.13851799999999]}","[42.12922409999999, -80.085059]"
634,#NAME?,#NAME?,"<[OK] Google - Geocode [406 N Willow St, Coffeyville, KS 67337, USA]>","{'northeast': [37.04129088029149, -95.62005091970849], 'southwest': [37.03859291970849, -95.6227488802915]}","[37.0399419, -95.6213999]"
635,RELARES PA,"RELARES, PA","<[OK] Google - Geocode [Pennsylvania, USA]>","{'northeast': [42.5141658, -74.6895018], 'southwest': [39.7197989, -80.51989499999999]}","[41.2033216, -77.1945247]"
636,S. SAINT MARIE,S. SAINT MARIE,"<[OK] Google - Geocode [Sault Ste. Marie, MI 49783, USA]>","{'northeast': [46.509099, -84.28170709999999], 'southwest': [46.462519, -84.46717199999999]}","[46.49771150000001, -84.3475876]"
637,BRIGHTON-MA,"BRIGHTON, MA","<[OK] Google - Geocode [Brighton, Boston, MA, USA]>","{'northeast': [42.3601961, -71.1225359], 'southwest': [42.33009699999999, -71.1747978]}","[42.3463503, -71.1626756]"
638,BRIGHTON,BRIGHTON,<[OK] Google - Geocode #10 results>,"{'northeast': [40.602541, -111.553232], 'southwest': [40.5804223, -111.6069832]}","[40.598019, -111.583187]"
639,"SPRINGFIELD,MA","SPRINGFIELD, MA","<[OK] Google - Geocode [Springfield, MA, USA]>","{'northeast': [42.1620859, -72.471149], 'southwest': [42.063595, -72.6215339]}","[42.1014831, -72.589811]"
640,NATCHEZ MISS.,"NATCHEZ, MS","<[OK] Google - Geocode [Natchez, MS 39120, USA]>","{'northeast': [31.5885281, -91.3433319], 'southwest': [31.500546, -91.429176]}","[31.5604442, -91.40317100000001]"
641,APPALACHIA VA,"APPALACHIA, VA","<[OK] Google - Geocode [Appalachia, VA 24216, USA]>","{'northeast': [36.9209439, -82.7651681], 'southwest': [36.894737, -82.8133809]}","[36.9067631, -82.78182749999999]"
642,BIRMINGHAM AL,"BIRMINGHAM, AL","<[OK] Google - Geocode [Birmingham, AL, USA]>","{'northeast': [33.6787149, -86.57814979999999], 'southwest': [33.3837599, -87.1221241]}","[33.5185892, -86.8103567]"
643,TROY-NY,"TROY, NY","<[OK] Google - Geocode [Troy, NY, USA]>","{'northeast': [42.795791, -73.649259], 'southwest': [42.694078, -73.706463]}","[42.7284117, -73.69178509999999]"
644,PROVIDENCE NY,"PROVIDENCE, NY","<[OK] Google - Geocode [Providence, NY, USA]>","{'northeast': [43.1669421, -73.9647969], 'southwest': [43.066753, -74.124335]}","[43.1060531, -74.05351259999999]"
645,NORRISTOWN PA.,"NORRISTOWN, PA","<[OK] Google - Geocode [Norristown, PA, USA]>","{'northeast': [40.1413069, -75.3163249], 'southwest': [40.1052509, -75.3648281]}","[40.121497, -75.3399048]"
646,#NAME?,#NAME?,"<[OK] Google - Geocode [406 N Willow St, Coffeyville, KS 67337, USA]>","{'northeast': [37.04129088029149, -95.62005091970849], 'southwest': [37.03859291970849, -95.6227488802915]}","[37.0399419, -95.6213999]"
647,JERSEY CITY NJ,"JERSEY CITY, NJ","<[OK] Google - Geocode [Jersey City, NJ, USA]>","{'northeast': [40.768867, -74.020405], 'southwest': [40.661622, -74.1170569]}","[40.7177545, -74.0431435]"
648,BETHLEHEM PA,"BETHLEHEM, PA","<[OK] Google - Geocode [Bethlehem, PA, USA]>","{'northeast': [40.6724789, -75.301637], 'southwest': [40.578004, -75.4304159]}","[40.6259316, -75.37045789999999]"
649,MAMARONECK NY,"MAMARONECK, NY","<[OK] Google - Geocode [Mamaroneck, NY, USA]>","{'northeast': [40.9693788, -73.709574], 'southwest': [40.889044, -73.755499]}","[40.94870969999999, -73.7326309]"
650,TORONTO CANADA,"TORONTO, CANADA","<[OK] Google - Geocode [Toronto, ON, Canada]>","{'northeast': [43.8554579, -79.1168971], 'southwest': [43.5810245, -79.639219]}","[43.653226, -79.3831843]"
651,HILLSVILL OH,"HILLSVILL, OH","<[OK] Google - Geocode [Hayesville, OH, USA]>","{'northeast': [40.780837, -82.2501861], 'southwest': [40.76954, -82.2689049]}","[40.7731131, -82.2623816]"
652,ST.LOUIS MO,"ST. LOUIS, MO","<[OK] Google - Geocode [St. Louis, MO, USA]>","{'northeast': [38.774349, -90.166409], 'southwest': [38.5318519, -90.320515]}","[38.6270025, -90.19940419999999]"
653,LOUISVILLE-KY,"LOUISVILLE, KY","<[OK] Google - Geocode [Louisville, KY, USA]>","{'northeast': [38.38051, -85.40509999999999], 'southwest': [37.9971, -85.948441]}","[38.2526647, -85.7584557]"
654,ALEGRES-,ALEGRES-,"<[OK] Google - Geocode [623 Osage Ave, Kansas City, KS 66105, USA]>","{'northeast': [39.0857211802915, -94.62228571970849], 'southwest': [39.0830232197085, -94.6249836802915]}","[39.0843722, -94.6236347]"
655,CASALECCHIO,CASALECCHIO,"<[OK] Google - Geocode [40033 Casalecchio di Reno, Metropolitan City of Bologna, Italy]>","{'northeast': [44.4911944, 11.2959461], 'southwest': [44.45277309999999, 11.2549523]}","[44.47824689999999, 11.2773797]"
656,PUEBLO-CO,"PUEBLO, CO","<[OK] Google - Geocode [Pueblo, CO, USA]>","{'northeast': [38.345385, -104.460868], 'southwest': [38.1891058, -104.7208689]}","[38.2544472, -104.6091409]"
657,ELISABET,ELISABET,<[OK] Google - Geocode #2 results>,"{'northeast': [30.3079978802915, -97.72489241970848], 'southwest': [30.3052999197085, -97.7275903802915]}","[30.3066489, -97.72624139999999]"
658,BATAVIA,BATAVIA,"<[OK] Google - Geocode [Batavia, IL, USA]>","{'northeast': [41.8713089, -88.259776], 'southwest': [41.8198651, -88.3628459]}","[41.8500284, -88.3125738]"
659,NEW-MEXICO,NEW MEXICO,"<[OK] Google - Geocode [New Mexico, USA]>","{'northeast': [37.0002931, -103.001964], 'southwest': [31.3322529, -109.050173]}","[34.5199402, -105.8700901]"
660,HATTFORD-CT,"HATTFORD, CT","<[OK] Google - Geocode [Hartford, CT, USA]>","{'northeast': [41.807575, -72.6425359], 'southwest': [41.7237999, -72.717638]}","[41.7658043, -72.6733723]"
661,BIRMINGHAM,BIRMINGHAM,"<[OK] Google - Geocode [Birmingham, AL, USA]>","{'northeast': [33.6787149, -86.57814979999999], 'southwest': [33.3837599, -87.1221241]}","[33.5185892, -86.8103567]"
662,S.ANTONIO-TX,"SAN ANTONIO, TX","<[OK] Google - Geocode [San Antonio, TX, USA]>","{'northeast': [29.73872, -98.22295799999999], 'southwest': [29.2241411, -98.8058509]}","[29.4241219, -98.49362819999999]"
663,SALIMANCA,SALIMANCA,"<[OK] Google - Geocode [Salamanca, Spain]>","{'northeast': [40.9850971, -5.6312039], 'southwest': [40.9417799, -5.707220299999999]}","[40.9701039, -5.663539699999999]"
664,HOUSTON TX,"HOUSTON, TX","<[OK] Google - Geocode [Houston, TX, USA]>","{'northeast': [30.1107319, -95.014496], 'southwest': [29.523624, -95.78808690000001]}","[29.7604267, -95.3698028]"
665,ELIZABETH-NY,"ELIZABETH, NY","<[OK] Google - Geocode [Elizabethtown, NY 12932, USA]>","{'northeast': [44.233596, -73.56616989999999], 'southwest': [44.1995519, -73.61676500000002]}","[44.2163337, -73.59044779999999]"
666,OXFORD WY,"OXFORD, WY","<[OK] Google - Geocode [1925 Oxford Ln, Casper, WY 82604, USA]>","{'northeast': [42.8313479802915, -106.3498664197085], 'southwest': [42.8286500197085, -106.3525643802915]}","[42.829999, -106.3512154]"
667,MILTON,MILTON,<[OK] Google - Geocode #6 results>,"{'northeast': [42.277699, -71.0314899], 'southwest': [42.2007769, -71.1308081]}","[42.2495321, -71.0661653]"
668,WESTER PA,"WESTER, PA","<[OK] Google - Geocode [West Chester, PA, USA]>","{'northeast': [39.9740101, -75.58814199999999], 'southwest': [39.94636, -75.62312]}","[39.9606643, -75.6054882]"
669,PUNXATAWNEY PA.,"PUNXATAWNEY, PA","<[OK] Google - Geocode [Punxsutawney, PA 15767, USA]>","{'northeast': [40.956632, -78.9525829], 'southwest': [40.9315821, -79.004159]}","[40.9436753, -78.9708668]"
670,LAURENCE,LAURENCE,"<[OK] Google - Geocode [13639 Victory Blvd, Van Nuys, CA 91401, USA]>","{'northeast': [34.1882388802915, -118.4290738197085], 'southwest': [34.1855409197085, -118.4317717802915]}","[34.1868899, -118.4304228]"
671,BRADFORD PA,"BRADFORD, PA","<[OK] Google - Geocode [Bradford, PA 16701, USA]>","{'northeast': [41.976957, -78.614786], 'southwest': [41.941183, -78.6674369]}","[41.9564953, -78.649163]"
672,GREIGSVILLE,GREIGSVILLE,"<[OK] Google - Geocode [Greigsville, NY 14533, USA]>","{'northeast': [42.8387424, -77.8812126], 'southwest': [42.8223766, -77.91322740000001]}","[42.83056, -77.89721999999999]"
673,KENNATECK-IN,"KENNATECK, IN",<[ZERO_RESULTS] Google - Geocode [empty]>,,
674,PITTSFIELD MA,"PITTSFIELD, MA","<[OK] Google - Geocode [Pittsfield, MA 01201, USA]>","{'northeast': [42.503383, -73.182047], 'southwest': [42.39819689999999, -73.338809]}","[42.4500845, -73.2453824]"
675,SOUTHAMPTON,SOUTHAMPTON,"<[OK] Google - Geocode [Southampton, UK]>","{'northeast': [50.9561335, -1.3219878], 'southwest': [50.8715079, -1.478998]}","[50.90970040000001, -1.4043509]"
676,S. JOSE CA,"SAN JOSE, CA","<[OK] Google - Geocode [San Jose, CA, USA]>","{'northeast': [37.4692304, -121.589154], 'southwest': [37.124493, -122.0456719]}","[37.3382082, -121.8863286]"
677,GALVESTON-TX,"GALVESTON, TX","<[OK] Google - Geocode [Galveston, TX, USA]>","{'northeast': [29.3993991, -94.623898], 'southwest': [29.067156, -95.12272980000002]}","[29.3013479, -94.7976958]"
678,SAN JOSE CA.,"SAN JOSE, CA","<[OK] Google - Geocode [San Jose, CA, USA]>","{'northeast': [37.4692304, -121.589154], 'southwest': [37.124493, -122.0456719]}","[37.3382082, -121.8863286]"
679,NEW-YOTK,NEW YORK,"<[OK] Google - Geocode [New York, NY, USA]>","{'northeast': [40.9175771, -73.70027209999999], 'southwest': [40.4773991, -74.25908989999999]}","[40.7127753, -74.0059728]"
680,BROOKLNN,"BROOKLYN, NY","<[OK] Google - Geocode [Brooklyn, NY, USA]>","{'northeast': [40.739446, -73.8333651], 'southwest': [40.551042, -74.05663]}","[40.6781784, -73.9441579]"
681,LAURENCE-MA,"LAURENCE, MA","<[OK] Google - Geocode [Lawrence, MA, USA]>","{'northeast': [42.7232969, -71.133584], 'southwest': [42.67586499999999, -71.190997]}","[42.7070354, -71.1631137]"
682,LAWRENCE,LAWRENCE,"<[OK] Google - Geocode [Lawrence, KS, USA]>","{'northeast': [39.03360110000001, -95.16655999999999], 'southwest': [38.913376, -95.3352939]}","[38.9716689, -95.2352501]"
683,WILLIAMSPORT,WILLIAMSPORT,"<[OK] Google - Geocode [Williamsport, PA, USA]>","{'northeast': [41.2642699, -76.981545], 'southwest': [41.2180199, -77.09556599999999]}","[41.2411897, -77.00107860000001]"
684,ROCHESTER-MA,"ROCHESTER, MA","<[OK] Google - Geocode [Rochester, MA, USA]>","{'northeast': [41.80898, -70.771675], 'southwest': [41.7009789, -70.921708]}","[41.7549658, -70.8452677]"
685,DALLAS-TX,"DALLAS, TX","<[OK] Google - Geocode [Dallas, TX, USA]>","{'northeast': [33.0237921, -96.4637379], 'southwest': [32.617537, -96.999347]}","[32.7766642, -96.79698789999999]"
686,PALMIERI-N,PALMIERI-N,"<[OK] Google - Geocode [165 N Village Ave # 111, Rockville Centre, NY 11570, USA]>","{'northeast': [40.66396198029151, -73.64612501970849], 'southwest': [40.66126401970851, -73.6488229802915]}","[40.66261300000001, -73.647474]"
687,JULIETTE FL,"JULIETTE, FL","<[OK] Google - Geocode [17985 SW 64th Pl, Dunnellon, FL 34432, USA]>","{'northeast': [29.1249749802915, -82.4179680197085], 'southwest': [29.1222770197085, -82.4206659802915]}","[29.123626, -82.41931699999999]"
688,COWANSVILLE,COWANSVILLE,"<[OK] Google - Geocode [Cowansville, QC, Canada]>","{'northeast': [45.23344600000001, -72.686737], 'southwest': [45.1826891, -72.8361951]}","[45.2062926, -72.7471405]"
689,CLEARFIELD-PA,"CLEARFIELD, PA","<[OK] Google - Geocode [Clearfield, PA 16830, USA]>","{'northeast': [41.0343881, -78.4198869], 'southwest': [41.005333, -78.4528689]}","[41.0272796, -78.4391876]"
690,LA SALLE IL,"LA SALLE, IL","<[OK] Google - Geocode [Lasalle, IL, USA]>","{'northeast': [41.390355, -89.01012100000001], 'southwest': [41.3210019, -89.11631299999999]}","[41.3621503, -89.0418249]"
691,BETHLEM-PA,"BETHLEM, PA","<[OK] Google - Geocode [Bethlehem, PA, USA]>","{'northeast': [40.6724789, -75.301637], 'southwest': [40.578004, -75.4304159]}","[40.6259316, -75.37045789999999]"
692,DELANGES-PA,"DELANGES, PA","<[OK] Google - Geocode [Pennsylvania, USA]>","{'northeast': [42.5141658, -74.6895018], 'southwest': [39.7197989, -80.51989499999999]}","[41.2033216, -77.1945247]"
693,WESTFIELD,WESTFIELD,"<[OK] Google - Geocode [865 Market St, San Francisco, CA 94103, USA]>","{'northeast': [37.7850919802915, -122.4055067197085], 'southwest': [37.78239401970851, -122.4082046802915]}","[37.783743, -122.4068557]"
694,CAMDEM,CAMDEM,"<[OK] Google - Geocode [Camden, NJ, USA]>","{'northeast': [39.9694779, -75.06654610000001], 'southwest': [39.8986639, -75.13626789999999]}","[39.9259463, -75.1196199]"
695,TAMPA  FL,"TAMPA, FL","<[OK] Google - Geocode [Tampa, FL, USA]>","{'northeast': [28.1714781, -82.2597409], 'southwest': [27.817487, -82.64882]}","[27.950575, -82.4571776]"
696,WAPP. FALLS NY,"WAPP. FALLS, NY","<[OK] Google - Geocode [Wappingers Falls, NY 12590, USA]>","{'northeast': [41.6090329, -73.9008071], 'southwest': [41.589154, -73.9319491]}","[41.5964825, -73.91096999999999]"
697,BENIGIS,BENIGIS,"<[OK] Google - Geocode [1101 26th St S, Great Falls, MT 59405, USA]>","{'northeast': [47.4925960802915, -111.2580799197085], 'southwest': [47.4898981197085, -111.2607778802915]}","[47.4912471, -111.2594289]"
698,STOCKTON KS,"STOCKTON, KS","<[OK] Google - Geocode [Stockton, KS 67669, USA]>","{'northeast': [39.4509999, -99.2587389], 'southwest': [39.361005, -99.2971621]}","[39.4380656, -99.2650967]"
699,NEW HAVEN CONN.,"NEW HAVEN, CT","<[OK] Google - Geocode [New Haven, CT, USA]>","{'northeast': [41.35038, -72.8601438], 'southwest': [41.2461968, -72.998048]}","[41.308274, -72.9278835]"
700,DELAWARE,DELAWARE,"<[OK] Google - Geocode [Delaware, USA]>","{'northeast': [39.8394839, -74.98416499999999], 'southwest': [38.451018, -75.78914790000002]}","[38.9108325, -75.52766989999999]"
701,JOUSTON-PA,"JOUSTON, PA","<[OK] Google - Geocode [Houston, PA, USA]>","{'northeast': [40.256229, -80.2028201], 'southwest': [40.24386210000001, -80.222047]}","[40.2464593, -80.2114472]"
702,ATTLANTIC CITY,"ATLANTIC CITY, NJ","<[OK] Google - Geocode [Atlantic City, NJ, USA]>","{'northeast': [39.4176778, -74.404054], 'southwest': [39.335544, -74.501592]}","[39.3642834, -74.4229266]"
703,VIRGINIA,VIRGINIA,"<[OK] Google - Geocode [Virginia, USA]>","{'northeast': [39.466012, -75.1664349], 'southwest': [36.5407589, -83.675415]}","[37.4315734, -78.6568942]"
704,MONT VERNON,MONT VERNON,"<[OK] Google - Geocode [Mont Vernon, NH 03057, USA]>","{'northeast': [42.9353839, -71.638216], 'southwest': [42.8627788, -71.737719]}","[42.8945294, -71.6742393]"
705,BAIONNE,BAIONNE,"<[OK] Google - Geocode [Bayonne, NJ, USA]>","{'northeast': [40.701072, -74.049594], 'southwest': [40.6421489, -74.1613741]}","[40.6687141, -74.1143091]"
706,HISVILLE PA,"HISVILLE, PA","<[OK] Google - Geocode [Hillsville, PA 16116, USA]>","{'northeast': [41.0162573, -80.48072789999999], 'southwest': [40.9994172, -80.51274269999999]}","[41.0078378, -80.4967353]"
